,post_message,num_like_post,num_comment_post,num_share_post
735,"THÔNG_BÁO KHẨN CỦA BỆNH_VIỆN BẠCH_MAI ( Nhờ mọi người chia_sẻ để nhiều người dân biết và thực_hiện ) Bệnh_viện Bạch_Mai là bệnh_viện tuyến cuối , hàng ngày có hàng nghìn bệnh_nhân đến khám và điều_trị , bên_cạnh đó cũng có hàng ngàn người_thân thăm và chăm_sóc người_bệnh hợp_tác và tuân_thủ các quy_định với phương_châm “ AN_TOÀN CHO NGƯỜI_BỆNH LÀ ƯU_TIÊN SỐ 1 ” ... Để đảm_bảo an_toàn cho người_bệnh và người_nhà người_bệnh , Bệnh_viện Bạch_Mai triển_khai đồng_loạt các hoạt_động sau : 1 . Công_tác khám chữa bệnh và cấp_cứu người_bệnh vẫn triển_khai như thường quy . Tạm dừng hoạt_động khám theo yêu_cầu và tái_khám tại các khoa để tránh tập_trung đông người tại khu_vực điều_trị nội_trú . 2 . Với người_bệnh theo chương_trình quản_lý Bệnh_Tăng huyết_áp , lupus ... , bệnh_viện vẫn khám như thường quy và tuỳ theo thực_tế , sẽ cấp_phát thuốc tối_đa 02 tháng để người_bệnh giảm tải việc có_mặt tại bệnh_viện trong mùa dịch . 3 . Để bảo_vệ người_bệnh và người_thân của họ , đề_nghị mọi người khi vào bệnh_viện , nghiêm_túc thực_hiện việc kiểm_tra thân_nhiệt và đeo khẩu_trang đầy_đủ . 4 . Để tránh hiện_tượng lộn_xộn tập_trung ở cổng viện , tạm dừng việc giao_nhận - ship hàng trước cổng viện , tạm dừng hoạt_động xe_ôm trong khuôn_viên bệnh_viện . 5 . Trung_tâm Dinh_dưỡng - Nhà_ăn bệnh_viện đảm_bảo cung_cấp xuất ăn cho người_bệnh và người_nhà người_bệnh có nhu_cầu . 6 . Bệnh_viện đã trang_bị cồn khử_khuẩn tại tất_cả các vị_trí có nguy_cơ tiếp_xúc cao như thang_máy , cửa ra vào ... 7 . Trung_tâm kiểm_soát bệnh_tật Hà_Nội đã phối_hợp cùng Khoa Kiểm_soát nhiễm_khuẩn của bệnh_viện khử_khuẩn toàn_bộ khuôn_viên trong bệnh_viện . Vì sự an_toàn cho người_bệnh , cho mọi người , Bệnh_viện Bạch_Mai mong nhận được sự đồng_cảm , sẻ chia và chung tay của người_bệnh , thân_nhân người_bệnh và cộng_đồng để đẩy_lùi Covid - 19 . Share đi không cần hỏi , cần để nhiều người biết và đồng_hành # ncov # covid-19 # sars-cov-2 Xem thêm",1800,50,2700
1153,"VIỆT NAM NGẠO_NGHỄ HAY NGẠO_MẠN ? Đây là một trong nhiều chốt kiểm_soát dịch_bệnh ở Vĩnh_Phúc đang được thiết_lập , bên_cạnh đó còn nhiều chốt khác nữa . Trong huyện Bình_Xuyên - Vĩnh_Phúc đã thiết_lập 1 chốt kiểm_tra ._Riêng tại các xã Sơn_Lôi , Thiện_Kế , thị_trấn Gia_Khánh … , cấp cơ_sở cũng đã lập chốt kiểm_soát . Số_lượng các chốt kiểm_dịch hiện_tại là 8 chốt , được thiết_lập căn_cứ vào ngả đường ở vùng có người bị nhiễm , nguy_cơ lây_nhiễm .... Ai đi ra vào , xe_cộ ra vô các địa_phương này đều bị chặn lại để đo thân_nhiệt . Hình_ảnh tưởng_chừng ở Vũ_Hán nữa tháng trước mà hôm_nay nó xuất_hiện ngay trước_mắt ta . Từ không có gì sang lập chốt chặn để kiểm_tra thì nó sang phong_toả luôn cả tỉnh này là nhanh lắm . Nghe_đâu , trên mạng xã_hội VN đang chia_sẻ tin ca_ngợi cái hành_động của chính_phủ VN đưa phi_cơ sang Vũ_Hán đón người Việt về mà xem đó là “ vĩ_đại ” là “ quang_vinh ” , còn ca_tụng là Ngạo_Nghễ nữa chứ , thật khó hiểu . Hành_động đó được các quốc_gia khác làm từ lâu , Hoa_Kỳ , Canada ... và 19 nước khác đã làm lâu lắm rồi , một tháng trước ấy , chẳng có ai ca_ngợi là Hoa_Kỳ Ngạo_Nghễ hay Canada Ngạo_Nghễ cả , bởi_lẽ bảo_hộ công_dân của mình là trách_nhiệm của chính_phủ . Chưa kể người Việt đang kẹt rất nhiều , nhưng số người đưa về trong chuyến “ phi_cơ ngạo_nghễ ” ấy lại là 30 người thôi ? Chẳng hỏi ai cũng biết , 30 người đó là con_cháu quan_chức đảng ta đang học và tu_nghiệp tại Vũ_Hán , nếu không có gì trắc_trở có khi được kết_thúc khoá tu_nghiệp trước đại_hội đảng 13 để về mà kịp mà bổ_nhiệm cán_bộ ấy chứ ? Mỹ hay các nước khác hầu_như di_tản hết các công_dân của họ không xót một ai , họ di_tản mà không phân_biệt con_cháu quan_chức gì cả mà họ còn chưa to_mồm kêu là ngạo_nghễ . Người Việt chỉ di_tản con_cháu lãnh_đạo thôi , còn hàng ngàn người dân lao_động mắc_kẹt sao không di_tản ? Người Việt với nhau mà cũng kỳ_thị như_vậy sao lại to_mồm kêu là ngạo_nghễ ? Mở_toang cửa biên_giới , để bây_giờ lập hàng chục bệnh_viện dã_chiến vì nơm_nớp lo_sợ dịch bùng_phát mà ngạo_nghễ cái gì ? Ở TQ , toà_án ra_lệnh cảnh_sát không được bắt bẽ người đăng_tải thông_tin về Corona dù sai hay đúng . Còn ở VN thì đe_doạ phạt_tiền người đăng_tải về Corona , thậm_chí còn doạ các bác sỹ nói về sự nguy_hiểm của Corona , đó là ngạo_nghễ hay ngạo_mạn ? Để học_sinh đi học phải dùng giấy A4 để làm khẩu_trang bịt mặt , trong khi đó đem cả hàng chục tấn khẩu_trang y_tế cho Trung_quốc , đó là ngạo_mạn coi_thường sinh_mạng Nhân_dân chứ ngạo_nghễ cái gì ? Không đóng cửa biên_giới làm dịch_bệnh đang diễn_biến nghiên_trọng trong nước , Đem thiết_bị y_tế và khẩu_trang y_tế ( trong nước đang không có để dùng ) mang sang cho TQ._Đó là đảng đang đem sinh_mạng nhân_dân để tô thắm tình hữu_nghị Việt - Trung , là ngạo_mạn , là ngụy quyền sao lại coi đó là ngạo_nghễ chứ ? Xem thêm",1500,246,573
1373,"Do thực_trạng thiếu máy thở trầm_trọng ở Italia , các bác_sĩ ở đây phải lựa_chọn không đặt ống_thở cho bệnh_nhân cao_tuổi ... Mong Việt_Nam tình_hình sớm khả_quan hơn , đừng để nghiêm_trọng như Italia .",17,12,0
111,"Cơ_quan cảnh_sát điều_tra ( Công_an quận Gò_Vấp , TPHCM ) vừa có công_văn số 35 / HD-CQCSĐT-ĐTTH liên_quan đến đơn tố_cáo của các học_viên của IELTS_Tuấn_Quỳnh , cho rằng giáo_viên P.N.Q của trung_tâm này có hành_vi lừa_đảo , chiếm_đoạt tài_sản .",16,0,10
166,- Ban_Chỉ_đạo quốc_gia về phòng_chống dịch COVID-19 chốt phương_án phòng_chống dịch sau ngày 15/4 . - Việc người nghi_ngờ mắc COVID-19 tự sử_dụng thuốc có_thể gây khó_khăn trong việc xác_định và điều_trị ._Vậy việc công_tác sàng_lọc người_bệnh ngay khi mua thuốc liệu đã được các nhà_thuốc thực_hiện nghiêm_túc ? ? - Trung_Quốc thử_nghiệm vaccine COVID-19 trên người . - Tổng_thống Mỹ Donald_Trump thông_báo : Mỹ sẽ ngừng tài_trợ cho Tổ_chức Y_tế_Thế_giới WHO. Cùng nhiều tin_tức khác sẽ có trong bản_tin phòng_chống dịch COVID-19 ngày 15/4/2020 .,11381,50,8540
1534,"Một con_người nó nhỏ_bé thật . Một vụ án có quá nhiều uẩn_khúc , sai_phạm chứ không phải thiếu xót . Còn bị như nào chắc gọi hết cả người phạm_tội , người làm_chứng , rồi 4 người đột_tử lên đối_chất trực_tiếp . Thấy thấy chả có có dấu vân tay , chả có cái gì liên_quan đến người phạm_tội . Chỉ thấy hình thấy bóng :))",21,13,2
207,"Hàng_loạt những bình_luận bày_tỏ quan_điểm đồng_tình , chia_sẻ sự bức_xúc trước thái_độ đòi_hỏi , hạch_sách của những người Việt "" thượng_đẳng "" làm náo_loạn sân_bay . Sau bài viết Gửi những người Việt ' thượng_đẳng ' từ ngoại_quốc hạch_sách ở sân_bay được đăng_tải , VTC_News nhận được hàng trăm bình_luận của độc_giả bày_tỏ quan_điểm đồng_tình với bài viết , cũng như lên_án mạnh_mẽ cách ứng_xử của những người con xa xứ về lánh dịch tại Việt_Nam . Độc_giả Hoàng_Thị_Đào bình_luận : "" Với những con_người đó tốt nhất cho họ quay lại trời Tây để họ hưởng_thụ nền văn_minh trời Tây . Bản_thân họ đã làm được gì cho tổ_quốc mà_còn đòi_hỏi trong khi cả hệ_thống chính_trị từ Trung_ương đến người dân lao_động đang gồng mình chống dịch mà những người này chỉ biết đòi_hỏi , hạch_sách "" . Độc_giả Lee_nguyễn : "" Mong các chính_quyền mạnh_tay với những người này , trả họ về trời Âu . Lịch_sự với người hiểu_biết , nho_nhã và lịch_thiệp còn những người vô_ơn này chẳng cần gì phải đón_tiếp gây hoạ cho người dân . Thiết_nghĩ , ai hách_dịch hay trốn cách_ly cứ mạnh_tay vào "" . Độc_giả Phạm_Ngọc_Lượng viết : "" Đúng là không_thể chấp_nhận được nhìn thì có vẻ học_thức đấy nhưng suy_nghĩ và ý_thức thì thấp quá . Có_lẽ chị này không_những đưa đi cách_ly mà_còn đưa đi học lại văn_hóa nhé "" . Độc_giả Lê_An_Huy : "" Nhà_nước thể_hiện tinh_thần rất nhân_đạo . Chính_phủ kêu_gọi "" Chống dịch như chống giặc "" , mọi người dân trong nước đều rất đồng_lòng , việc chống dịch bước_đầu đã có những kết_quả tích_cực nhưng một_số kẻ tự cho mình cái quyền phải được phục_vụ như Thượng_đế trong hoàn_cảnh nước sôi , lửa bỏng . Những kẻ này còn nguy_hiểm hơn cả giặc vì hành_động , thái_độ của họ đã tạo điều_kiện cho ' giặc virus ' vào nhà dễ hơn ! "" Độc_giả Phương Nguyễn_: "" Người Việt_Nam ngàn_đời vẫn vậy , nhân_hậu và bao_dung . Những người con xa xứ về trú_ẩn trong vòng tay Mẹ hãy là người có học , hãy tỏ lòng biết_ơn . Đừng vì chút ích_kỷ bản_thân mà làm tình_hình chống dịch thêm rối lên nữa . Bạn muốn được cách_ly ngay_lập_tức cho an_toàn , thử_hỏi bác sỹ , y_tá , an_ninh hàng_không ... Họ đang từng giờ từng phút gồng mình lên trên mọi trận_tuyến để cố_gắng ngăn_chặn dịch , họ là nhưng người có nguy_cơ cao mắc virus , họ có 1 lời oán_thán hay nhẫn_nhịn , chịu_đựng , căng mình ra để chống dịch . Họ đang vì ai ? Có phải vì bản_thân họ không ? Hãy tỉnh lại đi nếu các bạn còn có lương_tri , các bạn hãy vì dân_tộc Việt_Nam mà dẹp đi cái tôi đòi_hỏi của mình . Ai cũng có quyền sống bình_yên . "" Một_số bình_luận nổi_bật khác của độc_giả : "" Tôi nghĩ không việc gì phải lo cho những kẻ vô_ơn ồn_ào này . Kéo về làm quá_tải sân_bay thì phải đợi thôi . Sự lây_lan tại Việt_Nam tăng là do những người nhiễm virus từ trời Tây về đó . Cuộc_sống của bao_nhiêu con_người bị điêu_đứng các bạn có biết không ? Bánh_mì không có ăn nữa chứ ở đó nói nuốt không nổi . Về Việt_Nam mùa dịch làm gì mà đòi_hỏi , cho vào khu cách_ly nữa thì khổ_thân nhân_viên y_tế "" . "" Cả đất_nước hằng ngày hàng giờ đang phải gồng mình chống_chọi với nạn dịch dã . Một nhóm người tha_phương mưu_sinh cho cuộc_sống của chính gia_đình mình , không biết đã góp gì cho quê_hương , đất_nước mà chạy dịch về Việt_Nam còn hoạnh_họe , đòi_hỏi "" . "" Tôi cho rằng đó là những con_người hẹp_hòi , ích_kỷ , tâm_hồn rách_nát chỉ nghĩ đến bản_thân , không nghĩ đến cộng_đồng ._Hãy có thái_độ rõ_ràng đối_với những kiểu người này . Từ_chối tiếp_nhận , buộc họ quay trở về nơi mà mới hôm_qua họ phải bỏ chạy đó . Họ nên nhớ rằng Tổ_quốc chỉ đón những người con đất Việt khác với lối sống , hành_vi và suy_nghĩ của họ ! "" . "" Thật quá thất_vọng về những người chỉ biết nghĩ cho bản_thân , các anh chiến_sĩ hay tất_cả các nhân_viên ngành hàng_không cũng đang phải tiếp_xúc với hàng ngàn nguy_cơ lây bệnh nhưng họ vẫn gồng mình để có_thể đưa được những người như anh_chị về nước đó . Còn những người như anh_chị thì làm được gì cho đất_nước ? "" . "" Đất_nước đang đau_đầu với dịch , không giúp đượcc gì còn về làm_loạn cho rối_ren lên . Không chịu nổi thì đi_đi . Về lại trời Tây đó mà đòi_hỏi , họ đã bỏ mặc mình rồi , khi về quê_hương , mọi người dang rộng tay đón đứa con xa xứ trở_về , để cứu lấy mạng sống cho mình , mà mình không tôn_trọng , cảm_ơn còn",433,50,540
274,"Bọn này khai đi MUA , vậy ai BÁN ? "" Các Thanh_tra giao_thông ( TTGT ) khai nhận hối_lộ lấy tiền mua chức và hỗ_trợ cho lãnh_đạo TTGT và lãnh_đạo Sở GTVT_TP.Cần_Thơ xây nhà ... """,92,16,15
41,Du_Khách Đang Ở Diện Cách_Ly Được Xe Biển Xanh Chở Ra Sân_Bay,651,50,1410
591,"Sáng 21/3 , Triều_Tiên lại phóng 2 vật_thể bay , có_thể là tên lửa tầm ngắn , ra khu_vực biển phía Đông nước này , từ tỉnh Bắc_Pyongan .",15,3,80
1428,Vừa nghe tin Đà_Lạt có 2 du_khách bị nhiễm COVID-19 .,263,23,29
525,Vậy là phải ! < URL >,7,5,1
287,"Sau khi phát_hiện công_trình xây_dựng trái_phép trong Cụm công_nghiệp Hướng_Tân , cơ_quan_chức_năng huyện Hướng_Hóa ( tỉnh Quảng_Trị ) đã yêu_cầu đơn_vị thi_công dừng việc xây_dựng để xử_lý theo quy_định .",9,0,0
469,"Kinh_phí ủng_hộ chương_trình mời bạn_đọc đóng_góp trực_tiếp tại phòng tiếp bạn_đọc báo Tuổi_Trẻ ( 60A Hoàng_Văn_Thụ , P9 , Quận Phú_Nhuận , HCM ) , hoặc tại văn_phòng đại_diện của báo ở các khu_vực . Ngoài_ra , bạn_đọc có_thể chuyển_khoản báo Tuổi_Trẻ : < PHONE > 00 , ngân_hàng Công_thương chi_nhánh 3 TP. HCM hoặc ví điện_tử Momo "" Chung tay cùng Tuổi_Trẻ "" . Nội_dung chuyển tiền : "" Chung tay phòng_chống dịch_Covid-19 "" . Bạn_đọc ở nước_ngoài có_thể chuyển_khoản về chủ_tài_khoản báo Tuổi_Trẻ : tài_khoản USD < PHONE > 845 Ngân_hàng Ngoại_thương < URL > , tài_khoản EUR < PHONE > 054 Ngân_hàng Ngoại_thương < URL > với Swift code BFTVVNVX007 . Chi_tiết xem tại : < URL >",105,0,80
1350,"Ngài Thẩm_phán này mà giữ chức Chánh cao cao thì công_an các trại tù chắc thất_nghiệp dài_dài vì xử xong là phạm_nhân tự chết , có vô tù nữa đâu mà cần người giữ ?",101,50,9
121,Sở Thông_tin và Truyền_thông tỉnh Thừa_Thiên_Huế vừa xử_phạt 10_triệu đồng một người về hành_vi đăng_tải thông_tin thất_thiệt về dịch COVID-19,10,0,0
1601,"TQ 1980 có GDP 190 tỷ USD , thua VN bây_giờ . Sau 40 năm GDP 14000 tỷ USD. Lịch_sử chưa thấy ca nào giàu_mạnh nhanh như thế .",25,5,0
1252,"“ Ăn quá dày ! Có 2 tỉ mà nâng lên 6 - 7 tỉ "" , Chủ_tịch Quốc_hội đã phải thốt lên về một vấn_nạn nhức_nhối .",48,34,2
928,"Bạch_Đằng , Chợ_Đêm , Chợ_Gà Bình_Dương ... vắng_lặng trong những ngày tạm ngừng bán mùa dịch . Vừa_qua , chính_quyền Phường Phú_Cường - TP. Thủ_Dầu_Một đã đi tuyên_truyền vận_động các hộ kinh_doanh , tiểu_thương buôn_bán ở các tuyến đường Bạch_Đằng , Ngô_Tùng_Châu ... Tạm ngưng kinh_doanh vào sau 17 h , để tránh tập_trung đông người , phòng_ngừa Covid-19 đến ngày 31/3/2020 theo văn_bản 1132 của tỉnh . Đây có_thể nói là cách phòng_dịch hiệu_quả của phường , vì các tuyến đường này tập < URL > đông người buôn_bán , hàng_quán , người vui_chơi nên rất dễ xảy ra lây_nhiễm chéo nên có dịch ._Nên mọi người hạn_chế tập_trung đông người để đảm_bảo sức_khoẻ nhé ._Ảnh chụp lúc 21 h ngày 23/3 . Xem thêm",8200,1500,2900
673,"Chuyên_gia_Pháp thử_nghiệm lâm_sàng thành_công khi kết_hợp thuốc chống sốt_rét và kháng_sinh để điều_trị cho bệnh_nhân Covid-19 Báo_cáo của các chuyên_gia_thuộc viện nghiên_cứu bệnh truyền_nhiễm IHU-Mediterranee ở Marseille thu_hút sự chú_ý khắp thế_giới trong những ngày gần đây . Các nghiên_cứu chỉ ra rằng thuốc chống sốt_rét hydroxychloroquine và kháng_sinh azithromycin có_thể có tác_dụng trong việc điều_trị SARS-CoV-2 . Trong tài_liệu được công_bố cuối tuần trước , viện nghiên_cứu bệnh truyền_nhiễm IHU_Mediterranee đưa ra công_thức đang được thử_nghiệm : Hydroxychloroquine liều 200 mg , 3 lần mỗi ngày trong 10 ngày kết_hợp với azithromycin 500 mg trong ngày đầu_tiên và 250 mg mỗi ngày trong 5 ngày tiếp_theo . "" Trong trường_hợp viêm phổi_cấp , thuốc kháng_sinh phổ rộng cũng có_thể được sử_dụng "" , viện IHU_Mediterranee cho biết . "" Chúng_tôi tin rằng phác_đồ này nên được thử_nghiệm điều_trị trong các trường_hợp liên_quan đến Covid-19 ở Pháp "" . Trong phần_phụ_lục , bản báo_cáo chỉ ra rằng sự lây_lan virus trong cơ_thể người được điều_trị bằng hai loại thuốc kể trên được hạn_chế đáng_kể so với các bệnh_nhân khác . Có sáu bệnh_nhân được thử_nghiệm thuốc trong quá_trình nghiên_cứu . "" Những loại thuốc này đã có hiệu_quả đáng_kể trong việc ngăn_chặn virus phát_tán trong cơ_thể người nhiễm . Chúng_ta có_thể khiến cho loại virus này biến thành virus cúm , nếu điều đó là sự_thật "" , Tiến_sĩ Mehmet_Oz nhận_định lạc_quan về công_bố của các nhà_khoa_học Pháp ._Dù_vậy , các chuyên_gia cũng khuyến_cáo thử_nghiệm sử_dụng thuốc chống sốt_rét và kháng_sinh để điều_trị SARS-CoV-2 phải được thực_hiện hết_sức thận_trọng . Tiến_sĩ Edsel_Salvana của Đại_học Manila , Philippines cảnh_báo người_dân không nên tự_ý sử_dụng hydroxychloroquine và azithromycin khi không có hướng_dẫn từ bác_sĩ . "" Có những dữ_liệu có_thể hiệu_quả , nhưng vẫn còn quá sớm ._Đừng uống bất_cứ loại thuốc nào nếu không được bác_sĩ hướng_dẫn và theo_dõi "" , tiến_sĩ Salvana viết trên Twitter . Cục Quản_lý dược_phẩm Mỹ ( FDA ) cũng coi đây là một phương_án có tiềm_năng trong cuộc_chiến chống Covid-19 nhưng chưa đưa ra khuyến_nghị cụ_thể nào . Các nhà_khoa_học cũng cảnh_báo về việc sử_dụng hai loại thuốc này .",159,1,250
